predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-15T00:00:00Z,Las_Palmas,19.0,79.0,96.0,overcast clouds,n
2025-05-15T01:00:00Z,Las_Palmas,18.82,78.0,100.0,overcast clouds,n
2025-05-15T02:00:00Z,Las_Palmas,18.78,77.0,98.0,overcast clouds,n
2025-05-15T03:00:00Z,Las_Palmas,18.79,75.0,99.0,overcast clouds,n
2025-05-15T04:00:00Z,Las_Palmas,18.68,75.0,99.0,overcast clouds,n
2025-05-15T05:00:00Z,Las_Palmas,18.58,75.0,99.0,overcast clouds,n
2025-05-15T06:00:00Z,Las_Palmas,18.64,75.0,100.0,overcast clouds,n
2025-05-15T07:00:00Z,Las_Palmas,18.89,73.0,100.0,overcast clouds,d
2025-05-15T08:00:00Z,Las_Palmas,19.25,71.0,100.0,overcast clouds,d
2025-05-15T09:00:00Z,Las_Palmas,19.24,72.0,100.0,overcast clouds,d
2025-05-15T10:00:00Z,Las_Palmas,19.45,73.0,100.0,overcast clouds,d
2025-05-15T11:00:00Z,Las_Palmas,19.66,73.0,100.0,overcast clouds,d
2025-05-15T12:00:00Z,Las_Palmas,20.11,71.0,95.0,overcast clouds,d
2025-05-15T13:00:00Z,Las_Palmas,20.54,67.0,44.0,scattered clouds,d
2025-05-15T14:00:00Z,Las_Palmas,20.62,66.0,23.0,few clouds,d
2025-05-15T15:00:00Z,Las_Palmas,20.66,66.0,20.0,few clouds,d
2025-05-15T16:00:00Z,Las_Palmas,20.45,68.0,30.0,scattered clouds,d
2025-05-15T17:00:00Z,Las_Palmas,20.22,70.0,32.0,scattered clouds,d
2025-05-15T18:00:00Z,Las_Palmas,19.96,72.0,28.0,scattered clouds,d
2025-05-15T19:00:00Z,Las_Palmas,19.64,74.0,24.0,few clouds,d
2025-05-15T20:00:00Z,Las_Palmas,19.42,75.0,35.0,scattered clouds,n
2025-05-15T21:00:00Z,Las_Palmas,19.34,75.0,34.0,scattered clouds,n
2025-05-15T22:00:00Z,Las_Palmas,19.24,76.0,41.0,scattered clouds,n
2025-05-15T23:00:00Z,Las_Palmas,19.15,76.0,48.0,scattered clouds,n
2025-05-15T00:00:00Z,Las_Palmas,19.0,79.0,96.0,overcast clouds,n
2025-05-15T01:00:00Z,Las_Palmas,18.82,78.0,100.0,overcast clouds,n
2025-05-15T02:00:00Z,Las_Palmas,18.78,77.0,98.0,overcast clouds,n
2025-05-15T03:00:00Z,Las_Palmas,18.79,75.0,99.0,overcast clouds,n
2025-05-15T04:00:00Z,Las_Palmas,18.68,75.0,99.0,overcast clouds,n
2025-05-15T05:00:00Z,Las_Palmas,18.58,75.0,99.0,overcast clouds,n
2025-05-15T06:00:00Z,Las_Palmas,18.64,75.0,100.0,overcast clouds,n
2025-05-15T07:00:00Z,Las_Palmas,18.89,73.0,100.0,overcast clouds,d
2025-05-15T08:00:00Z,Las_Palmas,19.25,71.0,100.0,overcast clouds,d
2025-05-15T09:00:00Z,Las_Palmas,19.24,72.0,100.0,overcast clouds,d
2025-05-15T10:00:00Z,Las_Palmas,19.45,73.0,100.0,overcast clouds,d
2025-05-15T11:00:00Z,Las_Palmas,19.66,73.0,100.0,overcast clouds,d
2025-05-15T12:00:00Z,Las_Palmas,20.11,71.0,95.0,overcast clouds,d
2025-05-15T13:00:00Z,Las_Palmas,20.54,67.0,44.0,scattered clouds,d
2025-05-15T14:00:00Z,Las_Palmas,20.62,66.0,23.0,few clouds,d
2025-05-15T15:00:00Z,Las_Palmas,20.66,66.0,20.0,few clouds,d
2025-05-15T16:00:00Z,Las_Palmas,20.45,68.0,30.0,scattered clouds,d
2025-05-15T17:00:00Z,Las_Palmas,20.22,70.0,32.0,scattered clouds,d
2025-05-15T18:00:00Z,Las_Palmas,19.96,72.0,28.0,scattered clouds,d
2025-05-15T19:00:00Z,Las_Palmas,19.64,74.0,24.0,few clouds,d
2025-05-15T20:00:00Z,Las_Palmas,19.42,75.0,35.0,scattered clouds,n
2025-05-15T21:00:00Z,Las_Palmas,19.34,75.0,34.0,scattered clouds,n
2025-05-15T22:00:00Z,Las_Palmas,19.24,76.0,41.0,scattered clouds,n
