predictionTimestamp,location,temperature,humidity,cloudiness,weatherDescription,partOfDay
2025-05-15T00:00:00Z,Madrid,13.72,72.0,89.0,overcast clouds,n
2025-05-15T01:00:00Z,Madrid,13.51,74.0,100.0,overcast clouds,n
2025-05-15T02:00:00Z,Madrid,13.18,76.0,100.0,overcast clouds,n
2025-05-15T03:00:00Z,Madrid,12.97,74.0,100.0,overcast clouds,n
2025-05-15T04:00:00Z,Madrid,12.93,71.0,100.0,overcast clouds,n
2025-05-15T05:00:00Z,Madrid,12.95,69.0,100.0,overcast clouds,d
2025-05-15T06:00:00Z,Madrid,13.34,65.0,100.0,overcast clouds,d
2025-05-15T07:00:00Z,Madrid,14.06,61.0,100.0,overcast clouds,d
2025-05-15T08:00:00Z,Madrid,14.53,58.0,100.0,overcast clouds,d
2025-05-15T09:00:00Z,Madrid,13.31,68.0,100.0,light rain,d
2025-05-15T10:00:00Z,Madrid,13.08,72.0,100.0,light rain,d
2025-05-15T11:00:00Z,Madrid,13.89,69.0,100.0,light rain,d
2025-05-15T12:00:00Z,Madrid,14.41,67.0,100.0,light rain,d
2025-05-15T13:00:00Z,Madrid,15.38,61.0,100.0,overcast clouds,d
2025-05-15T14:00:00Z,Madrid,16.12,54.0,100.0,overcast clouds,d
2025-05-15T15:00:00Z,Madrid,16.4,51.0,100.0,overcast clouds,d
2025-05-15T16:00:00Z,Madrid,17.2,47.0,100.0,overcast clouds,d
2025-05-15T17:00:00Z,Madrid,17.43,46.0,100.0,overcast clouds,d
2025-05-15T18:00:00Z,Madrid,17.1,46.0,100.0,overcast clouds,d
2025-05-15T19:00:00Z,Madrid,16.75,48.0,100.0,overcast clouds,d
2025-05-15T20:00:00Z,Madrid,16.19,52.0,100.0,overcast clouds,n
2025-05-15T21:00:00Z,Madrid,15.5,56.0,100.0,overcast clouds,n
2025-05-15T22:00:00Z,Madrid,15.32,57.0,100.0,overcast clouds,n
2025-05-15T23:00:00Z,Madrid,15.37,58.0,100.0,overcast clouds,n
2025-05-15T00:00:00Z,Madrid,13.72,72.0,89.0,overcast clouds,n
2025-05-15T01:00:00Z,Madrid,13.51,74.0,100.0,overcast clouds,n
2025-05-15T02:00:00Z,Madrid,13.18,76.0,100.0,overcast clouds,n
2025-05-15T03:00:00Z,Madrid,12.97,74.0,100.0,overcast clouds,n
2025-05-15T04:00:00Z,Madrid,12.93,71.0,100.0,overcast clouds,n
2025-05-15T05:00:00Z,Madrid,12.95,69.0,100.0,overcast clouds,d
2025-05-15T06:00:00Z,Madrid,13.34,65.0,100.0,overcast clouds,d
2025-05-15T07:00:00Z,Madrid,14.06,61.0,100.0,overcast clouds,d
2025-05-15T08:00:00Z,Madrid,14.53,58.0,100.0,overcast clouds,d
2025-05-15T09:00:00Z,Madrid,13.31,68.0,100.0,light rain,d
2025-05-15T10:00:00Z,Madrid,13.08,72.0,100.0,light rain,d
2025-05-15T11:00:00Z,Madrid,13.89,69.0,100.0,light rain,d
2025-05-15T12:00:00Z,Madrid,14.41,67.0,100.0,light rain,d
2025-05-15T13:00:00Z,Madrid,15.38,61.0,100.0,overcast clouds,d
